DocId
1905-2-1-66
1905-2-10-47
1905-2-5-64
1905-2-6-54
1905-2-7-67
1905-2-9-37
1905-2-9-38
1906-3-11-35
1906-3-11-56
1906-3-3-17
1906-3-4-39
1906-3-5-19
1906-3-9-58
1907-4-11-13
1907-4-2-26
1907-4-3-25
1907-4-4-14
1907-4-4-30
1908-5-1-42
1908-5-10-23
1908-5-11-1
1908-5-12-19
1908-5-3-33
1908-5-3-37
1908-5-8-24
1909-6-1-10
1909-6-1-2
1909-6-11-9
1909-6-9-20
1910-7-2-9
1910-7-5-10
1910-7-6-9
1910-7-9-11
1912-9-7-26
1912-9-7-27
1914-11-6-39
1915-12-2-26
1915-12-4-9
1915-12-8-40
1916-13-1-12
1917-14-10-50
1917-14-2-10
1917-14-9-4
1918-15-1-54
1918-15-6-62
1918-15-8-81
1918-15-9-11
1918-15-9-60
1919-16-6-62
1920-17-19-40
1921-18-15-13
1921-18-16-22
1921-18-1819-18
1921-18-1819-2
1921-18-2-33
1921-18-22-187
1922-19-18-24
1922-19-23-21
1923-20-10-15
1923-20-12-36
1923-20-21-8
1923-20-7-2
1924-21-1-26
1924-21-11-25
1924-21-6-14
1924-21-6-5
1924-21-9-3
1925-22-16-13
1925-22-6-141
1925-22-8-19
1925-22-9-11
1925-22-9-15
1926-23-2-4
1926-23-4-21
1926-23-7-4
1928-25-1-14
1929-26-9-18
1930-27-12-73
1930-27-17-27
1930-27-3-7
1931-28-19-8
1931-28-20-30
1933-30-8-18
1934-31-1-15
1934-31-14-55
1934-31-17-93
1934-31-17-94
1934-31-17-95
1934-31-2-9
1935-32-1-51
1935-32-1-83
1935-32-22-127
1935-32-3-10
1936-33-17-161
1936-33-18-6
1936-33-19-23
1936-33-2-15
1938-35-15-5
1941-38-1-3
1941-38-12-11
1943-39-1-49
1944-40-17-20
1944-40-18-17
1944-40-19-18
1944-40-6-12
1946-42-5-2
1947-44-1-6
